"","event_id","lat","long","year"
"1","2004-0040-IDN",-3.615,135.538,"2004"
"2","2004-0607-IDN",-3.609,135.404,"2004"
"3","2004-0599-CRI",9.602,-84.172,"2004"
"4","2004-0562-IDN",-8.152,124.868,"2004"
"5","2004-0659-IDN",3.295,95.982,"2004"
"6","2004-0436-AFG",33.426,69.524,"2004"
"7","2004-0671-BDI",-3.393,29.558,"2004"
"8","2004-0659-BGD",3.295,95.982,"2004"
"9","2004-0126-CHN",45.382,118.256,"2004"
"10","2004-0406-CHN",27.266,103.873,"2004"
"11","2004-0522-CHN",25.073,99.169,"2004"
"12","2004-0571-CHN",34.682,103.781,"2004"
"13","2004-0680-CHN",37.506,96.758,"2004"
"14","2004-0426-COL",2.265,-76.595,"2004"
"15","2004-0575-COL",4.695,-77.508,"2004"
"16","2004-0669-DEU",48.115,8.077,"2004"
"17","2004-0582-DMA",15.679,-61.706,"2004"
"18","2004-0011-DZA",36.852,3.418,"2004"
"19","2004-0620-DZA",36.848,3.448,"2004"
"20","2004-0582-GLP",15.679,-61.706,"2004"
"21","2004-0001-IDN",-8.31,115.788,"2004"
"22","2004-0088-IDN",-0.466,100.655,"2004"
"23","2004-0659-IND",3.295,95.982,"2004"
"24","2004-0532-JPN",37.226,138.779,"2004"
"25","2004-0234-IRN",36.29,51.61,"2004"
"26","2004-0054-PAK",34.774,73.216,"2004"
"27","2004-0670-SVN",46.296,13.641,"2004"
"28","2004-0147-TJK",39.57,67.479,"2004"
"29","2004-0132-TUR",39.847,40.874,"2004"
"30","2004-0659-KEN",3.295,95.982,"2004"
"31","2004-0659-MDV",3.295,95.982,"2004"
"32","2004-0659-MYS",3.295,95.982,"2004"
"33","2004-0659-THA",3.295,95.982,"2004"
"34","2004-0659-LKA",3.295,95.982,"2004"
"35","2004-0073-MAR",35.142,-3.997,"2004"
"36","2004-0659-MMR",3.295,95.982,"2004"
"37","2004-0250-RUS",47.311,142.12,"2004"
"38","2004-0659-SOM",3.295,95.982,"2004"
"39","2004-0659-SYC",3.295,95.982,"2004"
"40","2004-0127-TUR",39.93,40.812,"2004"
"41","2004-0308-TUR",39.766,43.979,"2004"
"42","2004-0659-TZA",3.295,95.982,"2004"
