"","event_id","lat","long","year"
"1","2003-0105-CHN",39.61,77.23,"2003"
"2","2003-0039-MEX",18.77,-104.104,"2003"
"3","2003-0069-IDN",-8.807,118.524,"2003"
"4","2003-0068-IRN",29.59,51.474,"2003"
"5","2003-0050-TUR",39.5,39.878,"2003"
"6","2003-0236-AFG",35.893,70.62,"2003"
"7","2003-0452-BGD",22.854,92.306,"2003"
"8","2003-0348-CHN",25.975,101.29,"2003"
"9","2003-0477-DOM",19.777,-70.673,"2003"
"10","2003-0400-GRC",39.16,20.605,"2003"
"11","2003-0245-DZA",36.964,3.634,"2003"
"12","2003-0326-ECU",-1.467,-78.442,"2003"
"13","2003-0183-CHN",37.529,96.476,"2003"
"14","2003-0209-CHN",39.43,77.219,"2003"
"15","2003-0402-CHN",43.77,119.643,"2003"
"16","2003-0509-CHN",25.954,101.254,"2003"
"17","2003-0519-CHN",38.383,100.975,"2003"
"18","2003-0546-CHN",34.712,103.834,"2003"
"19","2003-0547-CHN",27.372,103.971,"2003"
"20","2003-0582-CHN",42.905,80.515,"2003"
"21","2003-0596-CHN",27.283,103.753,"2003"
"22","2003-0628-CRI",8.416,-82.824,"2003"
"23","2003-0255-DZA",36.939,3.578,"2003"
"24","2003-0254-IDN",2.354,128.855,"2003"
"25","2003-0414-IDN",1.142,128.152,"2003"
"26","2003-0249-JPN",38.849,141.568,"2003"
"27","2003-0476-JPN",41.774,143.593,"2003"
"28","2003-0184-ITA",44.792,8.892,"2003"
"29","2003-0354-JPN",38.432,141.003,"2003"
"30","2003-0497-RUS",50.038,87.813,"2003"
"31","2003-0322-IRN",35.476,60.784,"2003"
"32","2003-0438-IRN",28.355,54.169,"2003"
"33","2003-0630-IRN",28.995,58.311,"2003"
"34","2003-0649-IRN",31.953,49.209,"2003"
"35","2003-0259-KAZ",42.946,72.764,"2003"
"36","2003-0411-PAN",9.355,-79.941,"2003"
"37","2003-0628-PAN",8.416,-82.824,"2003"
"38","2003-0197-TUR",39.007,40.464,"2003"
"39","2003-0648-TUR",38.111,28.887,"2003"
"40","2003-0783-TUR",38.221,26.958,"2003"
"41","2003-0623-USA",35.7005,-121.1005,"2003"
