"","event_id","lat","long","year"
"1","2019-0082-AFG",31.991,67.078,"2019"
"2","2019-0287-BIH",44.089,19.298,"2019"
"3","2019-0100-BRA",-23.539,-46.124,"2019"
"4","2019-0015-ESP",43.284,-6.225,"2019"
"5","2019-0255-AFG",34.668,67.894,"2019"
"6","2019-0232-ALB",40.501,20.722,"2019"
"7","2019-0444-ALB",41.381,19.454,"2019"
"8","2019-0023-CHL",-30.074,-71.423,"2019"
"9","2019-0091-CHL",-21.965,-69.245,"2019"
"10","2019-0096-CHN",29.498,104.632,"2019"
"11","2019-0259-CHN",28.405,104.957,"2019"
"12","2019-0425-CHN",29.573,105.064,"2019"
"13","2019-0520-CHN",29.573,105.064,"2019"
"14","2019-0243-ECU",-5.812,-75.27,"2019"
"15","2019-0475-ECU",-2.199,-77.023,"2019"
"16","2019-0225-MEX",20.176,-103.182,"2019"
"17","2019-0222-ROU",45.624,26.653,"2019"
"18","2019-0322-JPN",38.637,139.48,"2019"
"19","2019-0409-JPN",32.951,130.545,"2019"
"20","2019-0516-JPN",36.739,140.269,"2019"
"21","2019-0500-KEN",0.728,39.414,"2019"
"22","2019-0233-SLV",13.243,-89.272,"2019"
"23","2019-0334-IDN",-0.586,128.034,"2019"
"24","2019-0413-ESP",38.05,-1.091,"2019"
"25","2019-0085-IDN",-1.301,101.601,"2019"
"26","2019-0109-IDN",-8.418,116.52,"2019"
"27","2019-0377-IDN",-7.282,104.791,"2019"
"28","2019-0451-IDN",-3.45,128.347,"2019"
"29","2019-0299-IRN",31.775,49.542,"2019"
"30","2019-0289-JPN",32.591,130.866,"2019"
"31","2019-0224-LBY",24.555,12.691,"2019"
"32","2019-0219-MNG",47.204,111.071,"2019"
"33","2019-0101-MWI",-14.53,34.317,"2019"
"34","2019-0460-PAK",33.106,73.766,"2019"
"35","2019-0243-PER",-5.812,-75.27,"2019"
"36","2019-0162-PHL",14.99,120.35,"2019"
"37","2019-0356-PHL",9.32,125.99,"2019"
"38","2019-0362-PHL",20.807,121.986,"2019"
"39","2019-0489-PHL",6.714,125.009,"2019"
"40","2019-0522-PHL",6.754,124.985,"2019"
"41","2019-0264-PHL",8.223,123.493,"2019"
"42","2019-0271-PNG",-4.051,152.6,"2019"
"43","2019-0294-RUS",58.911,102.485,"2019"
"44","2019-0033-SAU",26.674,41.295,"2019"
"45","2019-0252-SAU",18.54,45.254,"2019"
"46","2019-0392-SDN",14.826,33.921,"2019"
"47","2019-0526-SEN",15.52,-15.516,"2019"
"48","2019-0216-TJK",37.42,69.354,"2019"
"49","2019-0461-YEM",43.571,15.118,"2019"
"50","2019-0580-BRA",-39.27,-12.906,"2019"
"51","2019-0632-IDN",-6.533,107.508,"2019"
"52","2019-0647-PER",-5.921,-76.979,"2019"
"53","2019-0633-MOZ",-16.223,36.866,"2019"
"54","2019-0479-TUR",40.89,28.173,"2019"
"55","2019-0274-TUR",40.706,41.047,"2019"
"56","2019-0306-USA",35.77,-117.599,"2019"
"57","2019-0094-ZWE",-19.041,30.804,"2019"
"58","2019-0572-ALB",41.511,19.522,"2019"
"59","2019-0664-COG",-1.12,18.16,"2019"
"60","2019-0553-IRN",37.808,47.558,"2019"
"61","2019-0629-LKA",7.922,80.835,"2019"
"62","2019-0529-PHL",6.905,125.187,"2019"
"63","2019-0619-PHL",6.708,125.188,"2019"
"64","2019-0608-URY",-33.749,-55.922,"2019"
"65","2019-0609-VEN",9.772,-72.228,"2019"
