"","event_id","lat","long","year"
"1","2017-0202-BRA",-8.096,-38.231,"2017"
"2","2017-0055-CHL",-30.939,-70.249,"2017"
"3","2017-0331-CHN",33.193,103.855,"2017"
"4","2017-0109-AGO",-8.718,13.656,"2017"
"5","2017-0221-ARG",-45.953,-67.939,"2017"
"6","2017-0384-CAF",7.223,17.145,"2017"
"7","2017-0126-CAN",45.575,-74.406,"2017"
"8","2017-0218-CHL",-27.122,-69.952,"2017"
"9","2017-0513-CHN",29.833,94.978,"2017"
"10","2017-0398-CHN",29.612,113.645,"2017"
"11","2017-0223-COL",3.723,-72.674,"2017"
"12","2017-0225-COL",1.691,-76.286,"2017"
"13","2017-0382-MEX",15.022,-93.899,"2017"
"14","2017-0387-MEX",18.55,-98.489,"2017"
"15","2017-0182-GRC",38.915,26.371,"2017"
"16","2017-0444-GRC",38.261,23.529,"2017"
"17","2017-0494-IDN",-7.229,109.117,"2017"
"18","2017-0096-IRN",37.704,46.169,"2017"
"19","2017-0321-NPL",27.295,86.427,"2017"
"20","2017-0342-NPL",27.941,83.878,"2017"
"21","2017-0222-NZL",-38.204,176.79,"2017"
"22","2017-0084-PER",-11.004,-75.148,"2017"
"23","2017-0140-PHL",13.77,120.935,"2017"
"24","2017-0280-GRC",36.925,27.414,"2017"
"25","2017-0320-FRA",45.486,3.338,"2017"
"26","2017-0490-GBR",53.102,-6.856,"2017"
"27","2017-0216-GUY",3.815,-59.015,"2017"
"28","2017-0227-HND",15.581,-85.367,"2017"
"29","2017-0059-IDN",-7.029,107.162,"2017"
"30","2017-0495-IND",10.489,79.004,"2017"
"31","2017-0204-IRN",37.772,57.204,"2017"
"32","2017-0446-IRN",34.911,45.959,"2017"
"33","2017-0521-IRN",35.649,50.962,"2017"
"34","2017-0446-IRQ",34.911,45.959,"2017"
"35","2017-0544-ITA",45.457,105.881,"2017"
"36","2017-0327-JPN",33.2,134,"2017"
"37","2017-0220-KAZ",51.254,70.047,"2017"
"38","2017-0205-KEN",-2.879,37.88,"2017"
"39","2017-0443-KOR",36.065,129.27,"2017"
"40","2017-0493-LKA",8.604,80.637,"2017"
"41","2017-0498-MEX",23.917,-98.308,"2017"
"42","2017-0224-MYS",3.932,102.461,"2017"
"43","2017-0477-MYS",5.247,101.026,"2017"
"44","2017-0370-NER",14.617,4.402,"2017"
"45","2017-0378-NGA",8.169,9.45,"2017"
"46","2017-0052-PER",-5.251,-77.573,"2017"
"47","2017-0050-PHL",9.907,125.452,"2017"
"48","2017-0247-PHL",11.111,124.619,"2017"
"49","2017-0497-PHL",10.566,123.171,"2017"
"50","2017-0226-PHL",7.59,124.062,"2017"
"51","2017-0491-SAU",22.707,39.365,"2017"
"52","2017-0006-THA",7.305,100.061,"2017"
"53","2017-0169-TWN",24.302,121.216,"2017"
"54","2017-0465-THA",14.594,100.679,"2017"
"55","2017-0195-URY",-31.888,-57.432,"2017"
"56","2017-0282-USA",34.349,-111.264,"2017"
"57","2017-0492-VNM",11.664,108.399,"2017"
"58","2017-0217-ZAF",-28.362,29.715,"2017"
