"","event_id","lat","long","year"
"1","1993-0108-CHN",23.027,101.062,"1993"
"2","1993-0490-COL",6.47,-71.21,"1993"
"3","1993-0106-COL",1.2,-77.4,"1993"
"4","1993-0184-CRI",9.59,-84.04,"1993"
"5","1993-0044-JPN",42.851,139.197,"1993"
"6","1993-0049-GUM",12.982,144.801,"1993"
"7","1993-0097-JPN",43.3,143.691,"1993"
"8","1993-0144-PER",-11.652,-76.53,"1993"
"9","1993-0076-PNG",-5.889,146.202,"1993"
"10","1993-0136-GRC",37.589,21.391,"1993"
"11","1993-0579-GRC",38.224,21.756,"1993"
"12","1993-0110-IDN",-6.3,106,"1993"
"13","1993-0074-IND",16.4,74.2,"1993"
"14","1993-0581-IND",18.12,76.533,"1993"
"15","1993-0035-IRN",30.149,50.814,"1993"
"16","1993-0578-IRN",32.104,60.088,"1993"
"17","1993-0175-JPN",32.75,130.3,"1993"
"18","1993-0086-MEX",16.755,-98.717,"1993"
"19","1993-0580-NPL",28.723,82.28,"1993"
"20","1993-0008-PHL",13.3,123.7,"1993"
"21","1993-0056-SDN",15.385,31.69,"1993"
"22","1993-0480-USA",42.314,-122.01,"1993"
"23","1993-0134-WLF",-14.385,-178.252,"1993"
