"","event_id","lat","long","year"
"1","2014-0094-CHL",-19.6097,-70.7691,"2014"
"2","2014-0134-AFG",35.834,66.43,"2014"
"3","2014-0063-BDI",-4.14041,29.65,"2014"
"4","2014-0026-ITA",43.9958,7.1,"2014"
"5","2014-0139-ARG",-38.3652,-70.3,"2014"
"6","2014-0128-BGR",44.0617,24.49,"2014"
"7","2014-0035-BOL",-13.3888,-64.01,"2014"
"8","2014-0086-CHN",35.9053,82.5864,"2014"
"9","2014-0129-CHN",28.174,103.619,"2014"
"10","2014-0027-FRA",43.9958,7.1,"2014"
"11","2014-0049-GRC",38.2082,20.4528,"2014"
"12","2014-0044-IDN",3.17,98.392,"2014"
"13","2014-0064-IDN",-7.93,112.308,"2014"
"14","2014-0056-IDN",-6.6324,107.71,"2014"
"15","2014-0054-IRN",27.1502,54.4482,"2014"
"16","2014-0123-KAZ",48.4049,65.59,"2014"
"17","2014-0532-BOL",-16.4638,-63.77,"2014"
"18","2014-0099-ZAF",-21.5153,25.61,"2014"
"19","2014-0128-SRB",44.0617,24.49,"2014"
"20","2014-0091-SLB",-9.67763,160.34,"2014"
"21","2014-0097-MHL",7.30951,168.73,"2014"
"22","2014-0127-MEX",17.397,-100.9723,"2014"
"23","2014-0111-NIC",11.642,-85.8779,"2014"
"24","2014-0142-PRY",-25.2205,-57.58,"2014"
"25","2014-0128-ROU",44.0617,24.49,"2014"
"26","2014-0159-THA",19.6557,99.6696,"2014"
"27","2014-0119-TZA",7.19301,38.97,"2014"
"28","2014-0281-CHN",27.1891,103.4086,"2014"
"29","2014-0258-COM",-12.228,44.3,"2014"
"30","2014-0288-ECU",-0.018,-78.322,"2014"
"31","2014-0173-CHN",24.974,97.844,"2014"
"32","2014-0177-CHN",24.9997,97.845,"2014"
"33","2014-0449-CHN",23.3834,100.4702,"2014"
"34","2014-0464-CHN",30.3398,101.7374,"2014"
"35","2014-0544-CHN",23.3577,100.533,"2014"
"36","2014-0298-DZA",36.8561,3.181,"2014"
"37","2014-0174-GRC",40.2893,25.3889,"2014"
"38","2014-0234-GTM",14.724,-92.4614,"2014"
"39","2014-0287-IRN",32.5827,47.7037,"2014"
"40","2014-0465-JPN",36.6408,137.8875,"2014"
"41","2014-0336-JPN",35.893,137.48,"2014"
"42","2014-0234-MEX",14.724,-92.4614,"2014"
"43","2014-0318-USA",38.2151667,-122.3123333,"2014"
"44","2014-0334-PER",-13.843,-71.695,"2014"
"45","2014-0331-PHL",13.257,123.685,"2014"
"46","2014-0174-TUR",40.2893,25.3889,"2014"
"47","2014-0311-ZAF",-26.9899,26.7048,"2014"
