"","event_id","lat","long","year"
"54","2006-0268-BDI",-3.86,29.67,"2006"
"55","2006-0701-BDI",-3.14,30.4,"2006"
"56","2006-0502-BGD",23.23,89.27,"2006"
"57","2006-0148-BGR",41.708,25.544,"2006"
"58","2006-0038-BRA",-22.56,-43.36,"2006"
"59","2006-0201-BRA",2.81,-52.29,"2006"
"60","2006-0203-CAN",49.72,-56.05,"2006"
"61","2006-0206-CAN",53.54,-99.99,"2006"
"62","2006-0261-CAN",67.93,-99.99,"2006"
"63","2006-0269-CAN",50.13,-99.99,"2006"
"64","2006-0419-CHE",46.04,7.39,"2006"
"65","2006-0061-CHN",23.282,101.693,"2006"
"66","2006-0397-CHN",27.995,104.138,"2006"
"67","2006-0464-CHN",33.068,104.95,"2006"
"68","2006-0586-CHN",31.56,113.21,"2006"
"69","2006-0620-CHN",43.469,119.558,"2006"
"70","2006-0392-CHN",24.66,102.18,"2006"
"71","2006-0481-CHN",34.7,102.68,"2006"
"72","2006-0250-CHN",26.92,106.58,"2006"
"73","2006-0266-CHN",30.92,112.9,"2006"
"74","2006-0297-CHN",26.2,112.75,"2006"
"75","2006-0323-CHN",24.73,116.87,"2006"
"76","2006-0339-CHN",26.01,108.45,"2006"
"77","2006-0364-CHN",47.73,128.9,"2006"
"78","2006-0367-CHN",22.35,109.4,"2006"
"79","2006-0394-CHN",39.04,106.59,"2006"
"80","2006-0149-DZA",36.623,5.328,"2006"
"81","2006-0088-DZA",27.67,-5.91,"2006"
"82","2006-0283-ECU",-1.467,-78.442,"2006"
"83","2006-0373-ECU",-1.467,-78.442,"2006"
"84","2006-0617-ESP",41.65,-7.87,"2006"
"85","2006-0422-ETH",9.67,42.19,"2006"
"86","2006-0204-ETH",10.99,41.63,"2006"
"87","2006-0438-ETH",5.24,36.22,"2006"
"88","2006-0442-ETH",13.21,34.76,"2006"
"89","2006-0578-ETH",4.62,44.6,"2006"
"90","2006-0041-GUY",6.89,-58.66,"2006"
"91","2006-0651-HTI",18.5,-73.48,"2006"
"92","2006-0279-IDN",-7.961,110.446,"2006"
"93","2006-0705-IDN",-8.261,118.753,"2006"
"94","2006-0372-IDN",-9.284,107.419,"2006"
"95","2006-0343-IDN",0.55,123.01,"2006"
"96","2006-0007-IDN",-8.02,113.34,"2006"
"97","2006-0069-IDN",-8.44,117.29,"2006"
"98","2006-0207-IND",17.43,82.81,"2006"
"99","2006-0262-IND",26.6,94.02,"2006"
"100","2006-0263-IND",10.54,76.05,"2006"
"101","2006-0265-IND",18.73,75.23,"2006"
"102","2006-0342-IND",25.62,83.67,"2006"
"103","2006-0369-IND",22.41,71.31,"2006"
"104","2006-0389-IND",34.61,73.2,"2006"
"105","2006-0549-IND",27.59,81.52,"2006"
"106","2006-0601-IND",14.13,79.93,"2006"
"107","2006-0712-IND",18.1,81.53,"2006"
"108","2006-0123-IRN",28.12,56.865,"2006"
"109","2006-0153-IRN",33.5,48.78,"2006"
"110","2006-0239-IRN",30.79,56.7,"2006"
"111","2006-0245-IRN",38.69,47.88,"2006"
"112","2006-0599-IRQ",36.23,44.81,"2006"
"113","2006-0065-IRQ",34.21,45.49,"2006"
"114","2006-0178-KEN",2.25,37.53,"2006"
"115","2006-0587-KEN",-3.24,40.01,"2006"
"116","2006-0694-KGZ",42.156,76.163,"2006"
"117","2006-0368-KHM",11.43,103.53,"2006"
"118","2006-0267-MAR",32.15,-4.05,"2006"
"119","2006-0413-MEX",31.76,-106.39,"2006"
"120","2006-0180-USA",37.69,-99.99,"2006"
"121","2006-0182-USA",22.15,-99.99,"2006"
"122","2006-0483-MEX",25.35,-111.81,"2006"
"123","2006-0505-MEX",24.47,-107.04,"2006"
"124","2006-0362-PHL",24,112.11,"2006"
"125","2006-0517-PHL",16.68,107.21,"2006"
"126","2006-0600-PHL",17.02,121.82,"2006"
"127","2006-0362-VNM",24,112.11,"2006"
"128","2006-0704-USA",19.878,-155.935,"2006"
"129","2006-0647-PAN",8.9,-78.71,"2006"
"130","2006-0648-PHL",10.33,106.74,"2006"
"131","2006-0680-MYS",1.87,103.22,"2006"
"132","2006-0389-PAK",34.61,73.2,"2006"
"133","2006-0702-PHL",12.44,124.77,"2006"
"134","2006-0205-PNG",-4.26,143.22,"2006"
"135","2006-0222-PNG",-6.16,143.7,"2006"
"136","2006-0361-PRK",37.56,127.17,"2006"
"137","2006-0617-PRT",41.65,-7.87,"2006"
"138","2006-0312-ROU",47.15,47.46,"2006"
"139","2006-0156-SCG",45.26,20.75,"2006"
"140","2006-0270-THA",18.18,100.15,"2006"
"141","2006-0530-THA",18.76,100.02,"2006"
"142","2006-0341-USA",40.41,-75.78,"2006"
"143","2006-0446-VNM",17.76,106.15,"2006"
"144","2006-0172-COD",-4.36,16.17,"2006"
"145","2006-0108-NAM",-24.53,17.98,"2006"
"146","2006-0605-PHL",7.61,125.83,"2006"
"147","2006-0209-ROU",44.5,23.87,"2006"
"148","2006-0306-RUS",58.33,114.58,"2006"
"149","2006-0109-SCG",42.6,20.83,"2006"
"150","2006-0209-UKR",44.5,23.87,"2006"
"151","2006-0333-UKR",45.09,34.62,"2006"
"152","2006-0388-PHL",26.39,117.39,"2006"
"153","2006-0415-PHL",15.86,120.74,"2006"
"154","2006-0260-USA",43.16,-70.79,"2006"
"155","2006-0546-USA",37.21,-87.62,"2006"
"156","2006-0165-YEM",15.1,43.88,"2006"
"157","2006-0604-MEX",24.93,-107.53,"2006"
"158","2006-0241-MMR",18.37,94.95,"2006"
"159","2006-0473-NPL",28.69,81.31,"2006"
"160","2006-0466-USA",34.74,-77.87,"2006"
"161","2006-0648-VNM",10.33,106.74,"2006"
"162","2006-0445-MLI",14.42,-1.02,"2006"
"163","2006-0544-MMR",19.91,95.45,"2006"
"164","2006-0100-MOZ",-21.324,33.583,"2006"
"165","2006-0445-MRT",14.42,-1.02,"2006"
"166","2006-0391-MRT",17.75,-15,"2006"
"167","2006-0649-MWI",-15.96,34.51,"2006"
"168","2006-0115-MWI",-14.59,35.12,"2006"
"169","2006-0113-MYS",4.33,102.54,"2006"
"170","2006-0226-MYS",5.27,102.15,"2006"
"171","2006-0445-NGA",14.42,-1.02,"2006"
"172","2006-0393-NGA",6.94,6.35,"2006"
"173","2006-0342-NPL",25.62,83.67,"2006"
"174","2006-0223-NZL",-45.69,170.37,"2006"
"175","2006-0548-PAK",32.89,73.88,"2006"
"176","2006-0365-PAK",33.06,69.95,"2006"
"177","2006-0414-PAK",25.03,67.12,"2006"
"178","2006-0417-PAK",20.19,73.82,"2006"
"179","2006-0345-PAK",35.35,72.62,"2006"
"180","2006-0213-PER",-16.355,-70.9,"2006"
"181","2006-0450-PHL",13.257,123.685,"2006"
"182","2006-0040-PHL",17.02,121.82,"2006"
"183","2006-0137-PHL",7.17,125.57,"2006"
"184","2006-0410-PHL",21.11,110.11,"2006"
"185","2006-0082-PNG",-9.07,147.28,"2006"
"186","2006-0302-POL",49.5,20.93,"2006"
"187","2006-0335-ROU",47.8,25.95,"2006"
"188","2006-0214-RUS",60.949,167.089,"2006"
"189","2006-0225-RUS",50.78,87.14,"2006"
"190","2006-0360-RUS",50.79,106.52,"2006"
"191","2006-0646-RWA",-1.79,29.94,"2006"
"192","2006-0442-SDN",13.21,34.76,"2006"
"193","2006-0699-SLV",14.028,-89.785,"2006"
"194","2006-0422-SOM",2.665,45.45,"2006"
"195","2006-0550-SOM",3.1,45.44,"2006"
"196","2006-0618-SOM",4.64,44.6,"2006"
"197","2006-0624-SOM",0.78,39.72,"2006"
"198","2006-0247-SUR",3.42,-56.48,"2006"
"199","2006-0156-SVK",48.67,19.08,"2006"
"200","2006-0302-SVK",49.5,20.93,"2006"
"201","2006-0711-TCD",10.33,15.33,"2006"
"202","2006-0113-THA",4.33,102.54,"2006"
"203","2006-0405-TJK",37.255,68.828,"2006"
"204","2006-0619-TUR",37.64,39.65,"2006"
"205","2006-0334-TUR",39.74,41.1,"2006"
"206","2006-0688-TWN",21.799,120.547,"2006"
"207","2006-0299-TWN",24.07,120.79,"2006"
"208","2006-0388-TWN",26.39,117.28,"2006"
"209","2006-0255-TZA",-3.33,37.22,"2006"
"210","2006-0462-UGA",1.38,34.28,"2006"
"211","2006-0624-UGA",0.78,39.72,"2006"
"212","2006-0344-USA",41.41,-86.91,"2006"
"213","2006-0413-USA",31.76,-106.39,"2006"
"214","2006-0418-USA",41.52,-81.09,"2006"
"215","2006-0461-USA",62.45,-99.99,"2006"
"216","2006-0566-USA",60.88,-145.99,"2006"
"217","2006-0598-USA",47.86,-122.15,"2006"
"218","2006-0451-VNM",11.06,104.68,"2006"
"219","2006-0517-VNM",16.68,107.21,"2006"
"220","2006-0281-VUT",-16.507,168.346,"2006"
"221","2006-0095-YEM",14.54,44.18,"2006"
"222","2006-0181-ZAF",-27.44,24.83,"2006"
"223","2006-0431-ZAF",-33.538,26.3,"2006"
