"","event_id","lat","long","year"
"1","2005-0160-IDN",2.085,97.108,"2005"
"2","2005-0031-IDN",-1.198,119.933,"2005"
"3","2005-0129-JPN",33.807,130.131,"2005"
"4","2005-0211-JPN",33.637,130.179,"2005"
"5","2005-0240-SLV",13.835,-89.759,"2005"
"6","2005-0016-IRN",37.103,54.574,"2005"
"7","2005-0092-IRN",30.754,56.816,"2005"
"8","2005-0070-TUR",37.622,43.703,"2005"
"9","2005-0126-TUR",39.354,40.89,"2005"
"10","2005-0132-ZAF",-26.913,26.789,"2005"
"11","2005-0575-IND",34.539,73.588,"2005"
"12","2005-0321-CHL",-19.987,-69.197,"2005"
"13","2005-0575-AFG",34.539,73.588,"2005"
"14","2005-0686-AFG",36.357,71.093,"2005"
"15","2005-0651-CHN",29.671,115.688,"2005"
"16","2005-0740-CHN",26.569,103.036,"2005"
"17","2005-0731-COL",1.22,-77.37,"2005"
"18","2005-0818-ETH",12.623,40.46,"2005"
"19","2005-0654-IRN",26.774,55.858,"2005"
"20","2005-0738-IRN",27.095,61.887,"2005"
"21","2005-0575-PAK",34.539,73.588,"2005"
"22","2005-0321-PER",-19.987,-69.197,"2005"
"23","2005-0558-PER",-5.678,-76.398,"2005"
"24","2005-0328-PNG",-6.319,146.846,"2005"
"25","2005-0308-PNG",-4.08,145.037,"2005"
"26","2005-0570-SLV",13.852846,-89.63,"2005"
"27","2005-0329-TUR",39.22,41.08,"2005"
"28","2005-0671-TZA",-6.224,29.83,"2005"
"29","2005-0664-VUT",-16.507,168.346,"2005"
"30","2005-0671-COD",-6.224,29.83,"2005"
