"","event_id","lat","long","year"
"1","1998-0076-CHN",41.083,114.5,"1998"
"2","1998-0152-AFG",37.106,70.11,"1998"
"3","1998-0026-AFG",37.075,70.089,"1998"
"4","1998-0110-AUT",46.245,13.652,"1998"
"5","1998-0215-AZE",38.717,48.507,"1998"
"6","1998-0206-AZO",38.65,-28.626,"1998"
"7","1998-0169-BOL",-17.731,-65.431,"1998"
"8","1998-0122-CRI",10.5,84.7,"1998"
"9","1998-0353-ECU",-0.593,-80.393,"1998"
"10","1998-0170-GTM",14.4,-90.6,"1998"
"11","1998-0218-IDN",-7.5,110.4,"1998"
"12","1998-0043-IRN",30.154,57.605,"1998"
"13","1998-0084-IRN",32.457,59.976,"1998"
"14","1998-0078-ITA",43.164,12.701,"1998"
"15","1998-0220-PNG",-2.961,141.926,"1998"
"16","1998-0384-CHN",27.308,101.029,"1998"
"17","1998-0110-SVN",46.245,13.652,"1998"
"18","1998-0201-TUR",3.878,35.307,"1998"
"19","1998-0207-TUR",36.874,35.321,"1998"
"20","1998-0579-AFG",36.479,71.086,"1998"
"21","1998-0584-ALB",41.925,20.39,"1998"
"22","1998-0454-CHN",26.373,104.021,"1998"
"23","1998-0580-CHN",39.977,76.731,"1998"
"24","1998-0581-CHN",37.388,78.843,"1998"
"25","1998-0582-CHN",39.66,77.343,"1998"
"26","1998-0587-CHN",27.213,101.057,"1998"
"27","1998-0385-IRN",27.791,53.608,"1998"
"28","1998-0579-PAK",36.479,71.086,"1998"
"29","1998-0403-IDN",-2.071,124.891,"1998"
"30","1998-0583-IDN",-8.194,112.413,"1998"
"31","1998-0585-IRN",33.199,47.225,"1998"
"32","1998-0389-MEX",19.5,-103.6,"1998"
"33","1998-0586-NIC",11.968,-86.254,"1998"
