"","event_id","lat","long","year"
"1","2002-0122-AFG",36.429,70.438,"2002"
"2","2002-0175-AFG",36.062,69.315,"2002"
"3","2002-0208-AFG",35.959,69.417,"2002"
"4","2002-0368-ARG",-28.937,-66.797,"2002"
"5","2002-0655-CHN",30.916,99.927,"2002"
"6","2002-0835-CHN",39.736,97.443,"2002"
"7","2002-0846-ECU",-1.467,-78.442,"2002"
"8","2002-0545-EGY",30.2,31.41,"2002"
"9","2002-0172-TWN",24.279,122.179,"2002"
"10","2002-0643-IDN",-1.757,134.297,"2002"
"11","2002-0247-GEO",41.765,44.96,"2002"
"12","2002-0690-ITA",41.789,14.872,"2002"
"13","2002-0692-PAK",35.517,74.654,"2002"
"14","2002-0721-PAK",35.414,74.515,"2002"
"15","2002-0584-IND",13.036,93.068,"2002"
"16","2002-0129-PHL",6.033,124.249,"2002"
"17","2002-0577-PNG",-3.302,142.945,"2002"
"18","2002-0757-GRC",37.747,21.087,"2002"
"19","2002-0087-GTM",14.473,-90.88,"2002"
"20","2002-0512-IDN",-1.196,121.333,"2002"
"21","2002-0820-IDN",-1.68,134.234,"2002"
"22","2002-0822-IDN",2.824,96.085,"2002"
"23","2002-0107-IRN",28.093,51.755,"2002"
"24","2002-0246-IRN",34.642,47.4,"2002"
"25","2002-0378-IRN",35.626,49.047,"2002"
"26","2002-0804-IRN",34.594,47.454,"2002"
"27","2002-0821-IRN",31.995,49.329,"2002"
"28","2002-0680-ITA",37.67,15.267,"2002"
"29","2002-0882-ITA",38.381,13.701,"2002"
"30","2002-0072-MEX",19.514,-103.62,"2002"
"31","2002-0122-PAK",36.429,70.438,"2002"
"32","2002-0070-PNG",-3.212,142.427,"2002"
"33","2002-0042-RWA",-1.684,29.077,"2002"
"34","2002-0234-SCG",42.436,21.466,"2002"
"35","2002-0015-TJK",38.673,69.902,"2002"
"36","2002-0122-TJK",36.429,70.438,"2002"
"37","2002-0065-TUR",38.573,31.271,"2002"
"38","2002-0654-TZA",-2.907,33.733,"2002"
"39","2002-0033-COD",-1.52,29.25,"2002"
"40","2002-0002-VUT",-17.6,167.856,"2002"
"41","2002-0770-VUT",-14.49,167.827,"2002"
